Timestamp (ms), GPS SPEED
80147,0.07408
80247,0.07408
80351,0.07408
80456,0.05556
80556,0.05556
80656,0.05556
80762,0.05556
80865,0.05556
80965,0.05556
81066,0.05556
81174,0.05556
81277,0.07408
81277,0.07408
81377,0.0926
81478,0.11112
81578,0.11112
81678,0.11112
81778,0.11112
81878,0.11112
81980,0.11112
82080,0.12964
82180,0.11112
82280,0.11112
82380,0.14816
82480,0.14816
82580,0.14816
82684,0.1852
82786,0.22224
82886,0.27780002
82986,0.29632
83086,0.29632
83186,0.27780002
83289,0.27780002
83395,0.27780002
83496,0.25928
83597,0.24076
83697,0.24076
83798,0.25928
83899,0.25928
83999,0.24076
84102,0.22224
84202,0.22224
84302,0.22224
84402,0.22224
84502,0.1852
84604,0.01852
84704,0.05556
84805,0.35187998
84905,0.35187998
85007,0.3704
85107,0.27780002
85208,0.27780002
85308,0.29632
85414,0.29632
85514,0.29632
85614,0.31484
85714,0.31484
85819,0.31484
85919,0.62968
86019,0.81488
86122,0.90748
86222,0.94452
86322,0.94452
86422,0.926
86522,0.96304
86622,1.31492
86726,1.68532
86832,2.27796
86936,2.46316
87036,2.7039201
87137,2.7409601
87241,2.7409601
87344,3.44472
87444,3.6484401
87544,3.3891602
87650,3.48176
87751,3.59288
87851,3.50028
87951,4.40776
88054,4.98188
88154,5.03744
88254,5.61156
88355,6.37088
88457,5.94492
88557,6.51904
88657,6.4264402
88757,5.4819202
88859,5.44488
88959,5.4634
89059,5.29672
89159,5.31524
89263,5.093
89363,5.07448
89463,4.9633603
89565,5.05596
89667,4.94484
89767,5.11152
89867,5.07448
89967,4.8522396
90068,4.94484
90169,4.92632
90271,5.03744
90372,5.13004
90474,5.3337603
90574,5.24116
90674,5.6300797
90775,5.4634
90878,6.00048
90978,6.07456
91078,6.2227197
91178,6.18568
91278,5.81528
91378,5.88936
91478,6.00048
91580,5.79676
91680,5.8338003
91780,6.2042
91880,5.85232
91985,6.46348
92085,6.1486397
92185,6.1116
92288,5.85232
92388,5.75972
92488,5.29672
92588,5.59304
92688,5.51896
92793,5.57452
92893,5.29672
92993,5.53748
93093,5.42636
93196,5.4634
93302,5.35228
93402,5.59304
93510,5.093
93610,4.77816
93710,4.8152
93810,4.94484
93910,5.2781997
94011,5.14856
94112,5.556
94212,5.25968
94312,5.4634
94416,5.53748
94516,5.2781997
94616,5.61156
94716,5.556
94819,5.556
94919,5.50044
95019,5.4634
95119,5.53748
95223,5.6300797
95323,5.94492
95423,5.4078403
95523,5.94492
95626,5.57452
95726,5.4078403
95826,5.2041197
95926,5.11152
96029,5.11152
96129,4.8707604
96229,4.74112
96329,4.92632
96434,4.92632
96534,4.7596397
96636,4.63
96736,4.61148
96838,4.61148
96938,4.64852
97039,4.38924
97139,4.12996
97244,4.22256
97344,4.14848
97444,4.37072
97545,4.37072
97650,4.2595997
97750,4.4633203
97850,5.01892
97950,4.98188
98050,5.03744
98154,5.13004
98254,5.03744
98355,4.9633603
98456,4.8892803
98557,4.6855597
98657,4.8892803
98757,4.40776
98860,4.38924
98960,4.14848
99060,4.27812
99160,4.24108
99260,3.8336399
99360,3.7225199
99468,3.50028
99568,3.6484401
99668,3.1298802
99768,3.37064
99875,3.53732
99976,3.37064
100079,3.59288
100179,3.241
100280,3.6114001
100380,3.66696
100480,3.59288
100580,3.68548
100680,3.9818
100782,3.66696
100882,3.74104
100982,3.7595599
101084,3.7225199
101186,3.48176
101286,3.704
101386,3.241
101486,3.7225199
101586,3.20396
101686,3.6484401
101786,3.29656
101890,3.27804
101990,3.59288
102090,3.704
102190,3.35212
102296,3.5188
102403,3.85216
102505,4.0929203
102605,4.3336797
102706,3.77808
102806,4.00032
102910,3.8891997
103010,3.44472
103110,3.6484401
103210,3.3335998
103310,3.7965999
103410,3.9077199
103510,4.27812
103611,4.00032
103711,3.85216
103811,3.7965999
103912,4.0188403
104013,3.9632802
104113,4.20404
104217,4.0929203
104317,4.00032
104417,4.57444
104517,4.7596397
104617,5.13004
104718,5.4078403
104818,5.22264
104918,5.42636
105019,4.8892803
105119,4.7596397
105219,4.4448004
105322,4.22256
105424,3.9632802
105533,3.8706799
105633,3.48176
105733,3.48176
105833,3.62992
105946,3.27804
106046,4.0744
106046,4.0744
106148,4.0744
106248,4.22256
106348,4.98188
106448,4.70408
106548,4.7596397
106650,4.77816
106750,4.3522
106850,4.3336797
106950,3.9447603
107056,4.4448004
107159,3.9077199
107260,4.9078
107361,4.6855597
107464,4.8522396
107565,4.9633603
107665,4.8337197
107765,4.66704
107868,4.27812
107968,4.64852
108068,4.63
108171,4.27812
108271,4.61148
108371,4.38924
108471,4.4633203
108571,4.4633203
108674,4.70408
108777,4.57444
108877,4.20404
108979,4.59296
109082,4.24108
109188,4.12996
109289,4.12996
109391,4.167
109491,4.4633203
109591,4.38924
109692,4.29664
109797,4.3522
109897,4.64852
109997,4.66704
110097,4.74112
110197,4.8707604
110297,4.7226
110397,4.8152
110497,4.66704
110599,4.8152
110701,4.42628
110801,4.14848
110901,4.5374002
111007,4.9078
111107,4.70408
111207,5.093
111311,4.8337197
111411,5.05596
111511,5.2781997
111611,5.25968
111711,5.24116
111811,5.0004
111911,5.14856
112011,5.11152
112111,5.2041197
112214,5.11152
112317,4.94484
112418,4.64852
112563,4.37072
112665,4.42628
112765,4.57444
112865,4.51888
112966,4.79668
113070,4.9078
113170,5.29672
113270,5.01892
113371,5.07448
113472,4.8707604
113573,4.8522396
113673,5.03744
113774,4.9078
113881,4.7226
113981,4.4448004
114081,4.50036
114181,4.5374002
114285,4.38924
114385,4.2595997
114486,4.27812
114586,4.48184
114694,4.48184
114794,4.55592
114894,4.8152
114994,4.7226
115094,5.05596
115194,4.92632
115294,4.5374002
115394,4.70408
115494,4.8892803
115594,4.05588
115695,4.4633203
115797,4.42628
115898,4.50036
115998,4.55592
116098,4.59296
116200,4.63
116301,4.61148
116401,4.61148
116501,4.6855597
116605,4.59296
116705,4.3522
116805,4.3522
116905,4.8892803
117009,4.94484
117112,4.94484
117212,5.2041197
117312,5.093
117415,5.42636
117515,5.7041597
117615,5.53748
117715,5.61156
117817,5.3337603
117921,5.24116
118021,4.98188
118121,4.8892803
118221,4.8522396
118322,4.74112
118424,4.70408
118524,4.61148
118624,4.70408
118727,4.74112
118829,4.8892803
118929,4.37072
119036,4.74112
119136,4.8707604
119236,5.03744
119337,4.77816
119442,4.8152
119542,5.01892
119642,4.70408
119742,4.94484
119849,4.77816
119953,4.64852
120054,5.05596
120154,4.74112
120258,5.07448
120358,4.8152
120458,4.24108
120558,4.63
120658,4.7226
120759,4.77816
120859,4.92632
120959,4.8707604
121060,4.8522396
121161,5.093
121262,4.8337197
121362,5.25968
121462,5.61156
121565,5.556
121665,5.42636
121765,5.29672
121865,5.59304
121969,5.68564
122069,5.87084
122174,5.87084
122274,5.81528
122378,5.7412
122478,5.8338003
122578,5.88936
122679,5.7226796
122780,5.9264
122880,5.61156
122981,5.79676
123081,5.7412
123181,6.13012
123281,5.96344
123381,6.019
123481,6.53756
123584,6.2782803
123684,6.2782803
123784,6.3338404
123884,6.46348
123992,6.40792
124092,6.40792
124192,6.2227197
124296,6.16716
124398,6.2782803
124498,6.4264402
124604,6.88944
124706,6.2227197
124809,6.2227197
124909,6.2042
125009,6.2782803
125109,6.3894
125212,6.4264402
125312,6.4264402
125412,6.16716
125512,6.24124
125618,6.2227197
125719,6.70424
125819,6.61164
125919,5.88936
126019,6.00048
126125,6.2597604
126225,6.31532
126326,6.40792
126426,6.2597604
126527,6.13012
126627,5.88936
126727,6.1486397
126827,6.3523602
126931,6.4264402
127069,6.3523602
127172,6.70424
127172,6.70424
127272,6.55608
127272,6.55608
127372,6.72276
127472,6.79684
127572,6.81536
127672,6.90796
127772,6.83388
127872,6.79684
127972,7.07464
128073,7.1672397
128174,7.0931597
128274,6.945
128374,6.96352
128474,7.00056
128578,6.79684
128678,6.7783203
128778,6.81536
128878,6.3338404
128980,6.63016
129080,6.40792
129180,6.2227197
129281,6.55608
129382,6.1486397
129484,6.18568
129584,6.2227197
129687,6.09308
129787,5.79676
129887,6.2968
129987,5.7782397
130092,5.81528
130192,5.66712
130292,5.9078803
130392,5.75972
130495,5.81528
130595,6.3523602
130695,6.1486397
130795,6.37088
130899,6.61164
130999,6.98204
131099,6.74128
131199,6.55608
131301,6.482
131402,6.79684
131502,6.3894
131602,6.5005198
131703,6.31532
131804,6.2782803
131904,6.1486397
132010,6.2782803
132116,6.4264402
132216,6.46348
132316,6.3338404
132416,6.59312
132517,6.4264402
132617,6.61164
132717,6.46348
132820,6.3338404
132920,6.2968
133020,6.31532
133120,6.09308
133220,6.13012
133324,5.96344
133424,6.1486397
133524,6.16716
133628,5.98196
133728,6.1486397
133828,6.2042
133928,6.18568
134032,6.00048
134132,5.85232
134232,5.9264
134332,5.87084
134436,6.07456
134536,5.81528
134636,5.66712
134736,5.4078403
134838,5.4078403
134938,5.57452
135041,5.57452
135142,5.3708
135242,5.51896
135342,5.61156
135442,5.57452
135548,5.42636
135651,5.4819202
135751,5.3893204
135851,5.3337603
135952,5.3337603
136057,5.3337603
136157,5.16708
136257,5.14856
136357,5.31524
136460,5.2041197
136560,5.3708
136660,5.4078403
136761,5.44488
136864,5.57452
136964,5.66712
137064,5.57452
137164,5.81528
137265,6.1116
137365,5.81528
137465,5.9264
137572,5.68564
137673,5.53748
137773,5.94492
137873,5.79676
137973,5.81528
138073,5.75972
138173,5.8338003
138273,6.37088
138391,5.75972
138505,5.88936
138605,6.18568
138710,5.7041597
138813,6.05604
138913,5.88936
139013,6.07456
139113,6.019
139216,5.7226796
139316,5.88936
139416,5.75972
139516,5.7412
139616,6.05604
139716,6.03752
139816,6.019
139916,6.07456
140023,6.1116
140127,5.66712
140227,6.09308
140327,5.9078803
140427,5.8338003
140527,5.98196
140627,5.9078803
140727,6.482
140830,6.3523602
140930,6.44496
141030,6.2782803
141130,6.61164
141234,6.40792
141334,6.2597604
141437,6.2782803
141537,6.1486397
141642,6.31532
141745,6.16716
141845,5.79676
141945,5.94492
142045,5.94492
142148,5.87084
142249,5.9078803
142350,6.07456
142450,6.37088
142550,6.37088
142550,6.37088
142739,6.2042
142750,6.2042
142750,6.2042
142850,5.98196
142950,5.98196
143053,6.16716
143053,6.16716
143154,5.94492
143154,5.94492
143254,5.85232
143368,6.2227197
143473,6.24124
143574,6.05604
143674,5.8338003
143775,5.96344
143876,5.75972
143976,5.53748
144076,5.96344
144176,5.7041597
144279,5.6300797
144380,5.6300797
144480,5.81528
144586,5.50044
144686,5.75972
144786,5.6300797
144891,5.6300797
144993,6.09308
145093,6.09308
145197,6.2227197
145297,6.37088
145398,6.51904
145498,6.2782803
145598,6.3523602
145698,6.24124
145798,6.3894
145899,6.2042
145999,6.2042
146099,6.16716
146199,6.4264402
146300,6.37088
146400,6.482
146500,6.5745997
146600,6.46348
146704,6.31532
146804,6.53756
146904,6.74128
147010,6.3338404
147113,6.2227197
147213,5.96344
147313,6.05604
147415,5.85232
147515,5.79676
147618,6.1116
147719,6.1486397
147822,5.94492
147922,5.7782397
148024,5.68564
148124,6.1116
148239,6.00048
148339,5.85232
148439,6.07456
148539,6.00048
148639,6.00048
148742,5.98196
148842,5.61156
148947,5.61156
149047,5.98196
149147,6.13012
149247,6.03752
149347,6.37088
149453,6.3338404
149553,6.2597604
149653,6.37088
149753,6.2597604
149855,6.4264402
149955,6.2227197
150055,6.44496
150156,6.3523602
150259,6.55608
150359,6.4264402
150460,6.5745997
150560,6.05604
150666,6.1486397
150766,6.03752
150866,5.8338003
150971,6.13012
151071,5.98196
151171,5.7226796
151271,6.019
151387,6.05604
151487,6.5005198
151487,6.5005198
151587,6.37088
151587,6.37088
151687,6.3338404
151687,6.3338404
151787,6.3523602
151888,6.63016
151888,6.63016
151989,6.79684
151989,6.79684
152089,6.7783203
152089,6.7783203
152189,6.59312
152289,6.51904
152389,6.59312
152489,6.53756
152592,6.37088
152692,6.31532
152792,6.2782803
152892,6.46348
152994,6.16716
153094,6.482
153194,6.03752
153294,6.1116
153396,6.019
153496,5.88936
153596,6.019
153696,6.16716
153796,6.3523602
153896,6.2597604
153996,6.482
154096,6.51904
154199,6.18568
154299,5.8338003
154401,6.00048
154503,5.9264
154603,5.96344
154703,5.7412
154803,5.59304
154906,5.4634
155008,5.7226796
155112,6.00048
155213,5.81528
155313,6.18568
155415,6.07456
155515,5.98196
155615,5.9264
155715,5.98196
155817,6.09308
155917,5.8338003
156017,6.09308
156117,5.85232
156223,5.9078803
156327,5.9264
156428,6.18568
156528,6.05604
156628,6.40792
156731,6.31532
156831,6.18568
156931,6.40792
157032,6.59312
157132,6.46348
157232,6.3338404
157337,5.96344
157443,6.2968
157545,6.482
157649,6.53756
157755,6.6486797
157856,6.72276
157958,6.61164
158058,6.68572
158158,6.6486797
158259,6.68572
158365,6.61164
158469,6.61164
158569,6.68572
158669,6.7598
158771,6.68572
158872,6.6486797
158972,6.68572
159072,6.72276
159174,6.6671996
159275,6.3523602
159375,6.3338404
159475,6.37088
159575,6.59312
159675,6.55608
159775,6.37088
159882,6.4264402
159985,6.3338404
160086,6.2782803
160186,6.019
160289,6.05604
160389,6.16716
160489,6.18568
160589,5.98196
160689,5.7412
160789,6.05604
160889,5.81528
160989,6.07456
161089,5.9264
161191,6.37088
161291,6.4264402
161391,6.63016
161491,6.5005198
161593,6.3523602
161693,6.5005198
161793,6.53756
161893,6.24124
161993,6.07456
162093,5.79676
162193,5.7226796
162294,5.31524
162394,5.7041597
162495,5.44488
162595,5.4078403
162695,5.4078403
162795,5.51896
162895,5.7412
162995,5.7226796
163100,5.75972
163200,5.3893204
163300,5.7412
163400,5.94492
163505,5.85232
163606,5.88936
163712,5.7782397
163814,5.7412
163914,5.556
164014,5.81528
164114,5.79676
164217,5.68564
164318,5.50044
164318,5.50044
164418,5.59304
164518,5.7412
164518,5.7412
164621,5.556
164621,5.556
164721,5.4078403
164721,5.4078403
164821,5.31524
164821,5.31524
164921,5.42636
165021,5.35228
165121,5.0004
165221,5.05596
165322,4.8522396
165423,5.14856
165523,5.556
165624,5.3708
165724,5.2041197
165825,5.50044
165928,5.01892
166028,5.2781997
166128,5.01892
166228,5.03744
166334,5.07448
166434,4.98188
166534,4.98188
166634,4.79668
166734,5.093
166834,5.093
166934,5.1856
167034,5.07448
167140,5.07448
167240,5.4634
167342,5.4634
167443,5.4078403
167543,5.4634
167643,5.8338003
167743,5.6486
167843,5.94492
167946,5.7782397
168046,5.79676
168146,5.66712
168246,5.85232
168349,5.85232
168449,5.50044
168549,5.6300797
168649,5.79676
168749,5.79676
168849,6.16716
168949,6.019
169049,6.24124
169153,6.07456
169253,6.019
169353,6.05604
169453,6.2597604
169562,5.75972
169664,5.9078803
169664,5.9078803
169765,5.9078803
169765,5.9078803
169865,6.07456
169977,5.87084
170077,6.07456
170177,6.18568
170278,6.18568
170382,5.94492
170482,6.3523602
170582,6.2968
170682,6.1486397
170785,6.31532
170889,6.2782803
170989,6.1486397
171089,6.13012
171191,5.98196
171291,6.53756
171391,6.482
171491,7.0931597
171595,6.59312
171695,6.2782803
171795,5.98196
171895,5.88936
171999,5.96344
172099,5.9264
172199,5.88936
172299,5.79676
172401,5.8338003
172501,5.98196
172601,5.7412
172701,5.8338003
172801,5.8338003
172901,5.7226796
173001,5.53748
173101,5.53748
173207,5.4819202
173307,5.556
173411,5.59304
173511,5.7041597
173615,5.53748
173715,5.29672
173815,5.57452
173915,5.24116
174017,5.11152
174117,5.53748
174217,5.3893204
174317,5.22264
174422,5.8338003
174522,5.59304
174622,5.4634
174722,5.59304
174828,5.31524
174929,5.29672
175029,5.35228
175129,5.3337603
175229,4.98188
175331,5.3893204
175431,5.25968
175531,5.42636
175638,5.98196
175738,5.53748
175838,5.53748
175938,5.66712
176039,5.66712
176143,5.66712
176244,5.9078803
176345,5.53748
176445,5.6486
176548,5.6300797
176660,5.6300797
176760,5.35228
176760,5.35228
176861,5.4819202
176861,5.4819202
176970,5.7226796
177073,5.4819202
177173,5.3893204
177173,5.3893204
177273,5.4634
177273,5.4634
177373,5.4078403
177373,5.4078403
177476,5.6300797
177476,5.6300797
177576,5.51896
177576,5.51896
177676,5.61156
177776,5.53748
177890,5.4819202
177995,5.59304
178096,5.4078403
178196,5.50044
178298,5.88936
178398,5.35228
178498,5.50044
178602,5.50044
178706,5.3893204
178806,5.57452
178906,5.556
179009,5.68564
179109,5.31524
179209,5.59304
179309,5.4819202
179412,5.4634
179514,5.7226796
179614,5.6486
179614,5.6486
179715,5.53748
179815,5.4819202
179916,5.7226796
179916,5.7226796
180017,5.7782397
180117,5.68564
180218,5.6486
180318,5.556
180418,5.50044
180518,5.7041597
180618,5.4078403
180720,5.59304
180820,5.59304
180920,5.3337603
181020,5.7041597
181121,5.68564
181223,5.61156
181323,5.6300797
181423,5.59304
181523,5.66712
181626,5.57452
181726,5.7041597
181826,5.85232
181926,5.57452
182027,5.66712
182127,5.53748
182227,5.57452
182327,5.7226796
182433,5.4078403
182533,5.42636
182633,5.31524
182739,5.59304
182842,5.3337603
182943,5.3337603
183046,5.42636
183147,5.31524
183251,5.24116
183351,5.57452
183451,5.3893204
183566,5.3893204
183681,5.13004
183785,5.1856
183885,5.22264
183985,4.9633603
184087,5.03744
184188,5.11152
184288,5.13004
184391,5.07448
184491,5.31524
184591,5.25968
184691,5.4078403
184800,5.51896
184900,5.50044
185000,5.66712
185100,5.79676
185202,5.9264
185302,5.96344
185402,5.96344
185502,6.00048
185605,5.9078803
185705,6.05604
185805,6.09308
185905,6.13012
186010,6.2042
186110,6.2042
186210,6.2227197
186310,6.00048
186410,6.09308
186510,6.1116
186616,5.94492
186718,6.00048
186818,5.98196
186918,5.88936
187018,5.88936
187118,5.85232
187218,5.7782397
187322,5.87084
187422,5.79676
187522,5.81528
187623,5.50044
187723,5.57452
187823,5.50044
187927,5.66712
188027,5.57452
188129,5.3337603
188230,5.50044
188330,5.6486
188430,5.3708
188536,5.50044
188636,5.4634
188736,5.6300797
188836,5.51896
188942,5.66712
189042,5.50044
189142,5.7412
189242,5.7041597
189349,6.09308
189453,5.7041597
189554,5.9078803
189654,5.85232
189758,6.05604
189858,5.98196
189958,5.9078803
190058,5.88936
190171,5.9264
190273,5.68564
190374,5.7226796
190474,5.57452
190574,5.3893204
190678,5.42636
190678,5.42636
190778,5.66712
190778,5.66712
190878,5.4819202
190878,5.4819202
190978,5.61156
190978,5.61156
191078,5.4078403
191178,5.42636
191278,5.16708
191381,5.22264
191481,5.4078403
191581,5.4819202
191681,5.44488
191784,5.35228
191884,5.42636
191984,5.4078403
192084,5.68564
192184,5.4078403
192285,5.59304
192385,5.57452
192486,5.3893204
192586,5.4819202
192690,5.556
192790,5.3893204
192890,5.50044
192990,5.66712
193090,5.50044
193192,5.4634
193295,5.42636
193395,5.6486
193502,5.59304
193602,5.44488
193702,5.66712
193802,5.59304
193904,5.59304
194005,5.87084
194105,5.556
194207,5.7782397
194314,5.3708
194418,5.1856
194418,5.1856
194519,5.4634
194619,5.85232
194619,5.85232
194720,4.94484
194821,5.24116
194921,5.53748
195022,5.05596
195122,5.29672
195222,5.4819202
195322,5.35228
195422,5.4078403
195522,5.42636
195622,5.51896
195723,5.29672
195823,5.31524
195924,5.14856
196024,5.44488
196127,5.29672
196227,5.50044
196327,5.31524
196428,5.3708
196531,5.81528
196631,5.81528
196731,5.8338003
196831,6.03752
196931,6.16716
197031,5.98196
197031,5.98196
197138,6.03752
197240,5.87084
197346,5.96344
197448,5.81528
197548,5.98196
197648,6.00048
197748,5.7226796
197854,5.79676
197955,5.79676
198055,5.8338003
198155,5.4819202
198256,5.8338003
198357,5.9078803
198457,5.9264
198557,5.53748
198660,5.53748
198760,5.9264
198860,5.7782397
198960,5.9078803
199060,5.7782397
199164,5.85232
199264,6.03752
199364,6.019
199466,6.1116
199566,5.79676
199666,5.68564
199766,5.88936
199872,5.96344
199974,5.8338003
200074,6.13012
200174,6.03752
200275,5.81528
200379,5.96344
200479,5.96344
200579,5.9078803
200679,6.00048
200782,6.05604
200882,6.1116
200982,6.03752
201082,5.98196
201184,5.8338003
201284,5.68564
201384,5.81528
201484,5.9078803
201586,5.8338003
201686,5.87084
201786,5.61156
201886,5.50044
201987,5.3708
202088,5.31524
202188,5.3337603
202288,5.4634
202392,5.3708
202492,5.42636
202592,5.14856
202692,5.093
202795,5.4634
202901,5.2041197
203001,5.6300797
203101,5.75972
203206,5.88936
203312,6.16716
203415,5.7782397
203521,6.07456
203644,5.9264
203747,6.05604
203747,6.05604
203847,5.87084
203947,6.00048
203947,6.00048
204048,5.556
204048,5.556
204149,5.94492
204149,5.94492
204250,5.6300797
204250,5.6300797
204350,5.81528
204350,5.81528
204450,5.7412
204550,5.66712
204650,5.7041597
204750,5.68564
204850,5.7041597
204952,5.7412
205052,5.8338003
205152,5.6300797
205252,5.85232
205354,5.68564
205454,5.81528
205554,5.79676
205654,5.7412
205757,5.59304
205857,5.7782397
205957,5.7412
206057,5.87084
206159,5.79676
206266,5.75972
206366,6.1116
206466,6.1486397
206569,5.94492
206671,6.03752
206771,5.9078803
206871,6.019
206972,6.05604
207076,6.13012
207176,5.7226796
207276,5.81528
207376,5.81528
207482,5.68564
207582,5.3893204
207683,5.61156
207783,5.6300797
207886,5.51896
207986,5.51896
208086,5.51896
208186,5.53748
208286,5.4634
208387,5.4819202
208487,5.29672
208587,5.51896
208688,5.4634
208791,5.24116
208891,5.22264
208991,5.53748
209092,5.4078403
209193,5.3893204
209298,5.556
209398,5.4819202
209498,5.68564
209603,5.66712
209705,5.53748
209805,5.3893204
209905,5.7226796
210005,5.50044
210105,5.7226796
210205,5.4819202
210305,5.59304
210415,5.68564
210515,5.85232
210619,5.6486
210720,5.53748
210821,5.68564
210921,5.88936
211021,5.81528
211121,5.8338003
211221,5.87084
211324,6.03752
211424,5.98196
211524,5.94492
211624,6.019
211732,5.85232
211832,6.019
211936,6.13012
212036,6.2968
212139,6.2968
212239,6.4264402
212350,6.1486397
212450,6.31532
212550,6.13012
212650,6.44496
212750,6.2597604
212852,6.4264402
212952,6.2968
213055,6.2782803
213155,6.16716
213259,6.4264402
213370,6.16716
213470,6.46348
213574,6.3523602
213674,6.16716
213781,6.13012
213882,6.13012
213986,6.05604
214086,6.03752
214189,5.96344
214289,6.2597604
214389,5.9078803
214489,5.94492
214591,5.96344
214694,5.81528
214794,5.87084
214894,5.66712
214997,5.9078803
215100,5.59304
215201,5.7782397
215302,5.61156
215402,5.66712
215505,5.50044
215606,5.57452
215706,5.556
215806,5.59304
215907,5.42636
216008,5.22264
216108,5.31524
216221,5.2781997
216326,5.31524
216326,5.31524
216426,5.25968
216535,5.2041197
216646,5.25968
216746,5.13004
216846,5.2781997
216946,5.24116
217049,5.24116
217150,5.14856
217250,5.24116
217350,5.2041197
217450,4.94484
217550,4.94484
217654,5.13004
217755,5.0004
217855,5.07448
217955,5.14856
218057,5.07448
218157,4.8337197
218257,4.94484
218358,4.9078
218465,4.94484
218565,4.8892803
218665,4.92632
218765,4.8707604
218866,5.1856
218966,5.11152
219066,5.4634
219166,5.6300797
219268,5.53748
219368,5.98196
219469,5.9264
219569,6.09308
219671,5.85232
219771,6.05604
219872,6.13012
219973,5.96344
220073,5.87084
220174,6.019
220274,5.88936
220374,5.96344
220478,5.66712
220578,5.7226796
220678,5.87084
220778,5.8338003
220881,5.8338003
220981,5.9264
221081,5.61156
221181,5.68564
221284,5.7412
221390,5.66712
221490,5.75972
221590,5.51896
221690,5.88936
221793,5.59304
221893,5.61156
221994,5.35228
222094,5.57452
222197,5.556
222297,5.79676
222397,5.51896
222497,5.6300797
222600,5.53748
222700,5.68564
222800,5.79676
222900,5.53748
223003,5.44488
223103,5.3337603
223209,5.3708
223310,5.44488
223411,5.59304
223512,5.68564
223612,5.59304
223715,5.556
223817,5.3893204
223917,5.42636
224017,5.66712
224117,5.4634
224222,5.556
224322,5.4819202
224422,5.59304
224522,5.4819202
224627,5.44488
224727,5.29672
224827,5.35228
224927,5.42636
225027,5.25968
225130,5.44488
225231,5.29672
225331,5.3708
225431,5.3337603
225533,5.3337603
225634,5.24116
225734,5.2781997
225834,5.16708
225937,5.2041197
226037,5.093
226137,5.093
226237,5.13004
226337,5.093
226437,4.98188
226537,5.01892
226637,5.03744
226745,4.94484
226850,4.8892803
226950,5.2041197
227050,4.92632
227157,4.8707604
227261,4.74112
227361,4.6855597
227462,4.70408
227562,4.8152
227663,4.66704
227765,4.77816
227865,4.8152
227965,4.50036
228072,4.64852
228172,4.51888
228272,4.7226
228372,4.74112
228475,4.77816
228575,4.63
228675,4.6855597
228775,4.61148
228879,4.48184
228979,4.64852
229079,4.50036
229179,4.59296
229279,4.61148
229380,4.2595997
229480,4.50036
229581,4.50036
229681,4.5374002
229782,4.37072
229882,4.27812
229986,4.38924
230086,4.24108
230186,4.3522
230286,4.3522
230386,4.03736
230490,4.29664
230609,4.167
230709,4.24108
230809,4.14848
230910,4.03736
231010,4.29664
231115,4.3336797
231215,4.20404
231315,4.05588
231415,4.00032
231515,3.9077199
231619,4.03736
231719,3.9632802
231820,3.9818
231924,3.8706799
232025,4.05588
232125,3.81512
232225,3.85216
232326,3.7595599
232426,3.7595599
232528,3.7595599
232628,3.7595599
232728,3.9632802
232828,3.7225199
232930,3.7225199
233030,3.8706799
233130,3.8891997
233231,4.22256
233332,4.24108
233432,4.27812
233532,4.50036
233633,4.61148
233735,4.29664
233835,4.5374002
233935,4.63
234035,4.22256
234140,4.29664
